"coverageStatus","generationBucket","referenceStatus","coverageSource","graceSku","websiteSku","family","productGroupSlug","itemName","color","capacity","capacityMl","applicator","capStyle","capColor","materialBucket","currentImageUrl","currentImageUrlCapOff","coverageEvidenceUrl","referenceSource","referencePath","referenceUrl","productUrl","missingPromptFields"
"needs_generation","generate_from_local_reference","local_reference_ready","none","GB-RCT-CLR-10ML-ROL-SBLK-02","GBTallRect10RollBlkSh","Rectangle","","Tall rectangular design 10ml, 1/3oz Clear glass bottle with plastic roller ball plug and black shiny cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, slender bottle with attractive heavy base. Price e","Clear","10 ml (0.34 oz)","10","Plastic Roller Ball","Tall","Shiny Black","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBTallRect10RollBlkSh.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/rectangle/rectangle-10ml-plastic-roller-ball/cap-on/GB-RCT-CLR-10ML-ROL-SBLK-02.png","","https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-APT-CLR-30ML-T","GB1ozApth","Apothecary","","Apothecary style 30ml clear glass bottle with glass stopper. For use with perfume or fragrance oil, essential oil, aromatherapy. Good for displaying products. These are hand made bottles with ground glass stoppers. The stoppers are not leak proof, and wil","Clear","30 ml (1.01 oz)","30","Glass Stopper","Tall","Clear","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778828347060-23fefdc5-30bd-4dbd-92d2-450d59440fb4.png?v=1779568821","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778828347060-23fefdc5-30bd-4dbd-92d2-450d59440fb4.png?v=1779568821","","","","https://www.bestbottles.com/product/Apothecary-style-1-ounce-clear-glass-bottle-clear-glass-stopper",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","LB-LTB-CLR-30ML-T","LBMetalSilver1oz","Lotion Bottle","","Silver metal shell and metal cap, refillable lotion bottle 1oz.","Clear","30 ml (1.01 oz)","30","","Tall","Clear","clear","https://www.bestbottles.com/images/store/enlarged_pics/LBMetalSilver1oz.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/LB-LTB-CLR-30ML-T__LBMetalSilver1oz__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/Silver-metal-shell-and-metal-cap-refillable-lotion-bottle-1oz","applicator"
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-ELG-FRS-15ML-MRL-MSLV-02","GBElgFrst15MtlRollSlMatt","Elegant","","Elegant 15 ml (0.51 oz) Frosted Glass Bottle with Metal Roller Matte Silver Cap","Frosted","15 ml (0.51 oz)","15","Metal Roller Ball","Roll-On","Matte Silver","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBElgFrst15MtlRollSlMatt.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-ELG-FRS-15ML-MRL-MSLV-02__GBElgFrst15MtlRollSlMatt__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-matte-silver-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-SQR-CLR-15ML-SPR-MGLD","GBSqr15SpryGlMatt","Square","","Square design 15ml, 1/2oz Clear glass bottle with matte gold spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants. Price each","Clear","15 ml (0.51 oz)","15","Fine Mist Sprayer","Spray","Matte Gold","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBSqr15SpryGlMatt.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-SQR-CLR-15ML-SPR-MGLD__GBSqr15SpryGlMatt__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-matte-gold-spray",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-CYL-CLR-50ML-AST-LVN","GBCyl50AnSpTslLvn","Cylinder","","Cylinder design 50 ml, 1.7oz  clear glass bottle  with Lavender vintage style bulb sprayer with Tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enh","Clear","50 ml (1.69 oz)","50","Vintage Bulb Sprayer with Tassel","Spray","Lavender","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBCyl50AnSpTslLvn.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/paper-doll/master_corrected_1779983344235_fjlzel.png","generated_images","","","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RND-CLR-128ML-ASP-PNK","GBRnd128AnSpPnk","Round","","Round design 128 ml, 4.33oz  clear glass bottle  with pink vintage style bulb sprayer with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty o","Clear","128 ml (4.33 oz)","128","Vintage Bulb Sprayer","Spray","Pink","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBRnd128AnSpPnk.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-CLR-128ML-ASP-PNK_1779532388486_jbp8er.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","LB-ELG-CLR-100ML-LPM-OVCP-T","LBElg100WhtClOvrCp","Elegant","","Elegant design 100 ml, 3 1/2oz  clear glass bottle  with white rectangular with clear over the cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. .  Elegant bottle is a family of bottles available in 5ml, 15ml, 30m","Clear","100 ml (3.38 oz)","100","Lotion Pump","Tall","Clear Overcap","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1780314368174_p6g2df.png?v=1780901338","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1780314368174_p6g2df.png?v=1780901338","","","","https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-white-rectangular-clear-over-the-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-ELG-FRS-60ML-RDC-MSLV","GBElgFrst60RdcrMtSl","Elegant","","Elegant design 60 ml, 2oz frosted glass bottle with reducer and silver matte cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Elegant bottle is a family of bottles available in 5ml, 15ml, 30ml, 60ml and 100ml. Pr","Frosted","60 ml (2.03 oz)","60","Reducer","Screw Cap","Matte Silver","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBElgFrst60RdcrMtSl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/GB-ELG-FRS-60ML-RDC-MSLV_1779482936916_umi7hm.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-reducer-silver-matte-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RCT-CLR-10ML-ROL-MCPR-02","GBTallRect10RollCuMatt","Rectangle","","Tall rectangular design 10ml, 1/3oz Clear glass bottle with plastic roller ball plug and matte copper cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, slender bottle with attractive heavy base. Price","Clear","10 ml (0.34 oz)","10","Plastic Roller Ball","Tall","Matte Copper","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBTallRect10RollCuMatt.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-RCT-CLR-10ML-ROL-MCPR-02__GBTallRect10RollCuMatt__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-plastic-roller-ball-plug-matte-copper-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-APT-BLU-30ML-BLU-T","GB1ozApthBlue","Apothecary","","Apothecary style 30ml blue glass bottle with blue glass stopper. For use with perfume or fragrance oil, essential oil, aromatherapy. Good for displaying products. These are hand made bottles with ground glass stoppers. The stoppers are not leak proof, and","Cobalt Blue","30 ml (1.01 oz)","30","Glass Stopper","Tall","Blue","cobalt-blue","https://www.bestbottles.com/images/store/enlarged_pics/GB1ozApthBlue.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/1779316526591-63c503c2-6666-4db9-8172-6ca21c4fa02f.png","generated_images","","","https://www.bestbottles.com/product/Apothecary-style-1-ounce-blue-glass-bottle-blue-glass-stopper",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","LB-CYL-CLR-25ML-LPM-CLR","LBcyl25LtnClOvrCap","Cylinder","","Cylinder design 25ml clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Cylinder design is","Clear","25 ml (0.85 oz)","25","Lotion Pump","Pump","Clear","clear","https://www.bestbottles.com/images/store/enlarged_pics/LBcyl25LtnClOvrCap.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/LB-CYL-CLR-25ML-LPM-CLR__LBcyl25LtnClOvrCap__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-CYL-CLR-50ML-AST-IVGD","GBCyl50AnSpTslIvyGl","Cylinder","","Cylinder design 50 ml, 1.7oz  clear glass bottle  with Ivory vintage style bulb sprayer with tassel and shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance","Clear","50 ml (1.69 oz)","50","Vintage Bulb Sprayer with Tassel","Screw Cap","Ivory","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBCyl50AnSpTslIvyGl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/paper-doll/master_corrected_1779983416357_lhu5be.png","generated_images","","","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RND-CLR-128ML-ASP-IVGD","GBRnd128AnSpIvyGl","Round","","Round design 128 ml, 4.33oz  clear glass bottle  with ivory vintage style bulb sprayer with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty","Clear","128 ml (4.33 oz)","128","Vintage Bulb Sprayer","Screw Cap","Ivory","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBRnd128AnSpIvyGl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-CLR-128ML-ASP-IVGD_1779532384198_ap6vce.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","LB-EMP-CLR-100ML-LPM-MGLD","LBEmp100LtnMtGl","Empire","","Empire design 100 ml, 3 1/2oz clear glass bottle with matte gold lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Empire design bottle is available in 2 sizes,","Clear","100 ml (3.38 oz)","100","Lotion Pump","Screw Cap","Matte Gold","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779088994150_lh4ahl.png?v=1779091221","https://cdn.sanity.io/images/gh97irjh/production/06fb4a9e231e545b2e1ccb6c37f9f8a5593864d3-2080x2288.png","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779088994150_lh4ahl.png?v=1779091221","","","","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-matte-gold-lotion-pump-and-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-ELG-FRS-60ML-RDC-PKLT","GBElgFrst60RdcrPnkLthr","Elegant","","Elegant design 60 ml, 2oz frosted glass bottle with reducer and pink faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Elegant bottle is a family of bottles available in 5ml, 15ml, 30ml, 60ml and 100m","Frosted","60 ml (2.03 oz)","60","Reducer","Faux Leather","Pink Leather","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBElgFrst60RdcrPnkLthr.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/GB-ELG-FRS-60ML-RDC-PKLT_1779482947144_slycha.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-reducer-pink-faux-leather-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RCT-CLR-10ML-ROL-MGLD-02","GBTallRect10RollGlMatt","Rectangle","","Tall rectangular design 10ml, 1/3oz Clear glass bottle with plastic roller ball plug and matte gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, slender bottle with attractive heavy base. Price ea","Clear","10 ml (0.34 oz)","10","Plastic Roller Ball","Tall","Matte Gold","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBTallRect10RollGlMatt.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-RCT-CLR-10ML-ROL-MGLD-02__GBTallRect10RollGlMatt__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-plastic-roller-ball-plug-matte-gold-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-APT-GRN-30ML-GRN-T","GB1ozApthGreen","Apothecary","","Apothecary style 30ml green glass bottle with green glass stopper. For use with perfume or fragrance oil, essential oil, aromatherapy. Good for displaying products. These are hand made bottles with ground glass stoppers. The stoppers are not leak proof, a","Green","30 ml (1.01 oz)","30","Glass Stopper","Tall","Green","green","https://www.bestbottles.com/images/store/enlarged_pics/GB1ozApthGreen.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/1779316567208-5007793c-8f39-4b0c-9f2a-0033947c6119.png","generated_images","","","https://www.bestbottles.com/product/Apothecary-style-1-ounce-green-glass-bottle-green-glass-stopper",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","LB-DVA-CLR-30ML-LPM-COCP","LBDiva30LtnClOvrCap","Diva","","Diva design 30 ml, 1oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Our Classic Diva","Clear","30 ml (1.01 oz)","30","Lotion Pump","Pump","Clear Overcap","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779134630172_j75dkh_f6048b7b-0455-454d-aeed-3c1b3f77453b.png?v=1779470823","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779134630172_j75dkh_f6048b7b-0455-454d-aeed-3c1b3f77453b.png?v=1779470823","","","","https://www.bestbottles.com/product/diva-design-30-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-ELG-FRS-15ML-MRL-SGLD-02","GBElgFrst15MtlRollGlSh","Elegant","","Elegant 15 ml (0.51 oz) Frosted Glass Bottle with Metal Roller Shiny Gold Cap","Frosted","15 ml (0.51 oz)","15","Metal Roller Ball","Screw Cap","Shiny Gold","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBElgFrst15MtlRollGlSh.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-ELG-FRS-15ML-MRL-SGLD-02__GBElgFrst15MtlRollGlSh__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-shiny-gold-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-CIR-CLR-30ML-SPR-SSLV","GBCrcl30SpryShSl","Circle","","Circle design 30 ml, clear glass bottle with sprayer and shiny silver cap. For use with cologne, perfume, air freshner, face and body spray, or room spray. Classic, Circle design is a family of bottles availabel in many sizes. Price each","Clear","30 ml (1.01 oz)","30","Perfume Spray Pump","Spray","Shiny Silver","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBCrcl30SpryShSl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Circle/GB-CIR-CLR-30ML-SPR-SSLV_1779596604368_x30bfc.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/circle-design-30-ml-clear-glass-bottle-sprayer-shiny-silver-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-CYL-CLR-50ML-AST-IVSL","GBCyl50AnSpTslIvySl","Cylinder","","Cylinder design 50 ml, 1.7oz  clear glass bottle  with Ivory vintage style bulb sprayer with tassel and shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhan","Clear","50 ml (1.69 oz)","50","Vintage Bulb Sprayer with Tassel","Spray","Ivory","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBCyl50AnSpTslIvySl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/paper-doll/master_corrected_1779983493158_1aewth.png","generated_images","","","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RND-CLR-128ML-ASP-LVN","GBRnd128AnSpLvn","Round","","Round design 128 ml, 4.33oz  clear glass bottle  with lavender vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the be","Clear","128 ml (4.33 oz)","128","Vintage Bulb Sprayer","Spray","Lavender","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBRnd128AnSpLvn.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-CLR-128ML-ASP-LVN_1779532391905_ju2hok.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","LB-EMP-CLR-100ML-LPM-SGLD","LBEmp100LtnShnGl","Empire","","Empire design 100 ml, 3 1/2oz clear glass bottle with shiny gold lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Empire design bottle is available in 2 sizes,","Clear","100 ml (3.38 oz)","100","Lotion Pump","Screw Cap","Shiny Gold","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779089060128_6i8bhi.png?v=1779091217","https://cdn.sanity.io/images/gh97irjh/production/06fb4a9e231e545b2e1ccb6c37f9f8a5593864d3-2080x2288.png","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779089060128_6i8bhi.png?v=1779091217","","","","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-shiny-gold-lotion-pump-and-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-ELG-FRS-60ML-RDC-IVLT","GBElgFrst60RdcrIvyLthr","Elegant","","Elegant design 60 ml, 2oz frosted glass bottle with reducer and ivory faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Elegant bottle is a family of bottles available in 5ml, 15ml, 30ml, 60ml and 100","Frosted","60 ml (2.03 oz)","60","Reducer","Faux Leather","Ivory Leather","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBElgFrst60RdcrIvyLthr.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/GB-ELG-FRS-60ML-RDC-IVLT_1779482935020_1wc2ot.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-reducer-ivory-faux-leather-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-ELG-FRS-15ML-MRL-SLV-02","GBElgFrst15MtlRollSlSh","Elegant","","Elegant 15 ml (0.51 oz) Frosted Glass Bottle with Metal Roller Silver Cap","Frosted","15 ml (0.51 oz)","15","Metal Roller Ball","Roll-On","Silver","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBElgFrst15MtlRollSlSh.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-ELG-FRS-15ML-MRL-SLV-02__GBElgFrst15MtlRollSlSh__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-shiny-silver-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","GB-RCT-CLR-10ML-ROL-SGLD-02","GBTallRect10RollGlSh","Rectangle","","Tall rectangular design 10ml, 1/3oz Clear glass bottle with plastic roller ball plug and shiny gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, slender bottle with attractive heavy base. Price ea","Clear","10 ml (0.34 oz)","10","Plastic Roller Ball","Tall","Shiny Gold","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBTallRect10RollGlSh.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/rectangle/rectangle-10ml-plastic-roller-ball/cap-on/GB-RCT-CLR-10ML-ROL-SGLD-02.png","","https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-CIR-CLR-30ML-SPR-SGLD","GBCrcl30SpryShnGl","Circle","","Circle design 30 ml, clear glass bottle with sprayer and shiny gold cap. For use with cologne, perfume, air freshner, face and body spray, or room spray. Classic, Circle design is a family of bottles availabel in many sizes. Price each","Clear","30 ml (1.01 oz)","30","Perfume Spray Pump","Spray","Shiny Gold","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBCrcl30SpryShnGl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Circle/GB-CIR-CLR-30ML-SPR-SGLD_1779596601261_3xwgkg.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/circle-design-30-ml-clear-glass-bottle-sprayer-shiny-gold-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-CYL-CLR-50ML-AST-WHT","GBCyl50AnSpTslWht","Cylinder","","Cylinder design 50 ml, 1.7oz  clear glass bottle  with White vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhanc","Clear","50 ml (1.69 oz)","50","Vintage Bulb Sprayer with Tassel","Spray","White","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBCyl50AnSpTslWht.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/paper-doll/master_corrected_1779983563345_0h6k88.png","generated_images","","","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RND-CLR-128ML-ASP-GLD","GBRnd128AnSpGl","Round","","Round design 128 ml, 4.33oz  clear glass bottle  with gold vintage style sprayer with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty of you","Clear","128 ml (4.33 oz)","128","Vintage Bulb Sprayer","Screw Cap","Gold","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBRnd128AnSpGl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-CLR-128ML-ASP-GLD_1779532375149_c8qx82.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap",""
